Year,SalaryUSD,Country
2017,83000,United States
2017,121000,United States
2017,105000,United States
2017,120000,United States
2017,130000,United States
2017,85000,United States
2017,155000,United States
2017,145000,United States
2017,80000,United Kingdom
2017,82000,Canada
2017,98000,United States
2017,100000,United States
2017,175000,United States
2017,65000,United States
2017,46000,Greece
2017,67000,Germany
2017,21000,Romania
2017,63600,United States
2017,172000,Denmark
2017,101000,France
2017,140000,United States
2017,95000,United States
2017,65000,United States
2017,80000,United States
2017,67000,Denmark
2017,120000,United States
2017,40000,Italy
2017,108000,United States
2017,89000,United States
2017,36549,United Kingdom
2017,65000,Saudi Arabia
2017,85000,Netherlands
2017,90000,United States
2017,23000,Portugal
2018,115000,United States
2018,95000,Australia
2018,60000,Spain
2018,49000,United States
2018,156000,United States
2018,105000,United States
2018,95000,United States
2018,105000,United States
2018,121368,United States
2018,111000,United States
2018,77000,United States
2018,95000,United States
2018,53000,United Kingdom
2018,65750,Canada
2018,167250,United States
2018,73000,United States
2018,50000,United States
2018,84000,Canada
2018,140000,United States
2018,121000,United States
2018,30000,Romania
2018,135000,United States
2018,120000,United States
2018,18000,Brazil
2018,32000,Brazil
2018,48000,United States
2018,71000,Canada
2018,100000,United States
2018,15000,Croatia
2018,170000,United States
2018,98000,United States
2018,60000,United Kingdom
2018,112000,United States
2018,83232,United States
2018,61800,United States
2018,74000,United States
2018,115000,United States
2018,45000,United Kingdom
2018,94000,United States
2018,80000,United States
2018,130000,United States
2018,80000,United Kingdom
2018,105000,United States
2018,96000,United States
2018,110400,United States
2018,69000,Sweden
2018,69000,Sweden
2018,155000,United States
2018,68000,Belgium
2018,120000,United Kingdom
2018,35398,United Kingdom
2018,126000,United States
2018,35000,Italy
2018,114000,United States
2018,47000,Romania
2018,90000,United States
2018,95000,United States
2018,131000,United States
2018,35000,United Kingdom
2018,102960,United States
2018,60090,United States
2018,72000,United States
2018,80000,United States
2018,70000,United States
2018,107000,United Kingdom
2018,44.806,Netherlands
2018,160000,United States
2018,150000,United States
2018,101000,United States
2018,153000,United States
2018,102000,United States
2018,78750,Denmark
2018,125000,United States
2018,105000,United States
2018,48000,United States
2018,125000,United States
2018,35500,Poland
2018,97500,United States
2018,85000,United States
2018,57000,United States
2018,96600,United States
2018,69000,Belgium
2018,72000,Germany
2018,58000,Canada
2018,140000,United States
2018,67789,Australia
2018,41000,Russia
2018,10000,Russia
2018,24000,Russia
2018,70000,United States
2018,24000,Russia
2018,64186,Canada
2018,112000,United States
2018,67000,United States
2018,90000,United States
2018,94000,United States
2018,142500,United States
2018,76500,Netherlands
2018,105000,United States
2018,92000,United States
2018,65500,United States
2018,126000,United States
2018,115000,United States
2018,113000,United States
2018,62000,United States
2018,3600,Syria
2018,115000,United States
2018,101000,Denmark
2018,116000,United States
2018,140000,United States
2018,95000,United States
2018,108000,United States
2018,135000,United States
2018,80000,United Kingdom
2018,83000,Australia
2018,75000,United States
2018,116000,United States
2018,69000,United States
2018,140000,United States
2018,84154,Australia
2018,175000,United States
2018,30000,India
2018,93000,United States
2018,106000,United States
2018,110000,United States
2018,110000,United States
2018,137000,United States
2018,61000,United States
2018,72500,United States
2018,50000,South Africa
2018,96578,Hong Kong
2018,95000,United States
2018,111300,United Arab Emirates
2018,130000,Switzerland
2018,135000,United States
2018,104000,United States
2018,50420,Poland
2018,120000,Ireland
2018,77000,Sweden
2018,72000,Australia
2018,89000,Australia
2018,88000,Germany
2018,21000,Russia
2018,105000,South Africa
2018,100000,Switzerland
2018,49500,France
2018,25000,Romania
2018,33500,United Kingdom
2018,43000,Germany
2018,22000,Brazil
2018,68000,United Kingdom
2018,44000,Sweden
2018,40000,Spain
2018,100000,Canada
2018,88000,South Africa
2018,112000,Switzerland
2018,50000,Russia
2018,24000,Russia
2018,69000,Australia
2018,75000,United States
2018,1100,Russia
2018,30314,United Kingdom
2018,45000,Netherlands
2018,77800,Canada
2018,142000,United States
2018,80000,United States
2018,97088,United States
2018,58665,Jersey
2018,78250,United States
2018,63000,United States
2018,115000,United States
2018,33000,Russia
2018,115000,United States
2018,115000,United States
2018,90000,Canada
2018,110000,United States
2018,40000,United States
2018,81000,Austria
2018,90000,United States
2018,107000,United States
2018,102500,United States
2018,71000,United States
2018,65995,Canada
2018,85000,United States
2018,121000,United States
2018,105000,United States
2018,62000,United States
2018,1450000,United States
2018,117000,United States
2018,120000,United States
2018,66000,United Kingdom
2018,151000,United States
2018,145000,United States
2018,129000,United States
2018,74000,United States
2018,97000,United States
2018,120000,United States
2018,46950,United Kingdom
2018,90000,United States
2018,90000,United States
2018,110000,United States
2018,100000,United States
2018,122000,United States
2018,88000,United States
2018,65000,United States
2018,125000,United States
2018,124000,United States
2018,127000,United States
2018,106500,United States
2018,65000,United States
2018,115000,United States
2018,112000,United States
2018,125000,United States
2018,100000,United States
2018,122800,Denmark
2018,54000,United States
2018,100000,United States
2018,128000,United States
2018,97000,United States
2018,66000,United Kingdom
2018,79150,Canada
2018,195000,United States
2018,138000,United States
2018,135000,United States
2018,103500,United States
2018,95000,United States
2018,110000,United States
2018,140000,United States
2018,100000,United States
2018,98000,United States
2018,90000,United States
2018,68475,United Kingdom
2018,85000,United States
2018,130000,United States
2018,95000,United States
2018,150000,United States
2018,113500,United States
2018,100420,United States
2018,112000,United States
2018,105000,United States
2018,430000,Hong Kong
2018,133000,United States
2018,95000,United States
2018,95000,United States
2018,88000,United States
2018,85488,United States
2018,105000,United States
2018,145000,United States
2018,105000,United States
2018,54000,United States
2018,80000,United States
2018,110724,United States
2018,103000,United States
2018,130000,United States
2018,83000,United States
2018,123000,United States
2018,111000,United States
2018,123000,United States
2018,120000,Denmark
2018,78000,United Kingdom
2018,98000,United States
2018,130000,United States
2018,125000,United States
2018,85850,United States
2018,115000,United States
2018,69000,United States
2018,107000,United States
2018,81000,United States
2018,290000,United States
2018,96000,United States
2018,125000,United States
2018,64000,Romania
2018,150000,United States
2018,85000,United States
2018,120000,United States
2018,102000,United States
2018,90000,United States
2018,175000,United States
2018,120000,United States
2018,300,Russia
2018,96500,United States
2018,91500,United States
2018,78000,United States
2018,50085,United States
2018,85000,United States
2018,82000,United States
2018,91000,Australia
2018,107000,United States
2018,125000,United States
2018,100000,United States
2018,180600,United States
2018,125000,United States
2018,127500,United States
2018,60000,United Kingdom
2018,126000,United States
2018,120000,United States
2018,94000,United States
2018,130000,United States
2018,77140,United States
2018,136000,United States
2018,89000,United States
2018,92000,United States
2018,138000,United States
2018,75000,United States
2018,100000,New Zealand
2018,99000,United States
2018,112000,United States
2018,96000,United States
2018,150000,Norway
2018,52490,Canada
2018,160750,United States
2018,79000,United States
2018,86065,United States
2018,90000,United States
2018,91400,United States
2018,121000,United States
2018,116400,United States
2018,125000,United States
2018,81518.85,Canada
2018,71000,United States
2018,98000,United States
2018,117000,United States
2018,76500,United States
2018,98000,United States
2018,180000,United States
2018,80000,United States
2018,125000,United States
2018,120000,United States
2018,120000,United States
2018,65000,United States
2018,114500,United States
2018,74200,Canada
2018,92000,United States
2018,68000,United States
2018,86000,South Africa
2018,80000,United States
2018,75000,United States
2018,97000,United States
2018,84000,United States
2018,95000,United States
2018,108819,United States
2018,102000,United States
2018,102000,United States
2018,113000,United States
2018,75000,United States
2018,145000,United States
2018,108000,United States
2018,132000,United States
2018,58000,United States
2018,85540,United States
2018,97335,United States
2018,55000,United States
2018,95000,United States
2018,118000,United States
2018,120000,United States
2018,104000,United States
2018,85000,United States
2018,113000,United States
2018,110000,United States
2018,59900,New Zealand
2018,121500,United States
2018,92.27,United States
2018,110000,United States
2018,150000,United States
2018,145000,United States
2018,109000,United States
2018,100000,United States
2018,73000,United States
2018,90000,United States
2018,162000,United States
2018,156000,United States
2018,59000,United States
2018,184000,United States
2018,37500,Costa Rica
2018,117500,United States
2018,115000,United States
2018,87000,United States
2018,113900,United States
2018,90000,United States
2018,79000,United States
2018,135000,United States
2018,90000,United States
2018,54000,United States
2018,85000,United States
2018,117000,United States
2018,128000,United States
2018,95000,United States
2018,150000,United States
2018,125000,United States
2018,111000,United States
2018,96000,United States
2018,135000,United States
2018,115000,United States
2018,125000,United States
2018,95000,United States
2018,113000,United States
2018,92000,United States
2018,160000,United States
2018,78750,United States
2018,71000,United States
2018,106000,United States
2018,110000,United States
2018,125000,United States
2018,65000,United States
2018,147000,United States
2018,107000,United States
2018,65500,United States
2018,65000,United States
2018,92000,United States
2018,112000,United States
2018,95000,United States
2018,84000,United States
2018,92500,United States
2018,102000,United States
2018,108000,United States
2018,117500,United States
2018,97232,United States
2018,142000,United States
2018,121000,United States
2018,127000,United States
2018,115000,United States
2018,102000,United States
2018,90000,United States
2018,113000,United States
2018,135500,United States
2018,56250,Canada
2018,125000,United States
2018,68000,United States
2018,115000,United States
2018,95000,United States
2018,82000,United States
2018,105000,United States
2018,98000,United States
2018,34300,Brazil
2018,55000,United States
2018,75000,United States
2018,102000,United States
2018,200000,United States
2018,104000,United States
2018,140000,United States
2018,104000,United States
2018,110000,United States
2018,72000,United States
2018,112500,United States
2018,18352,Mexico
2018,110000,United States
2018,102000,United States
2018,93000,United States
2018,57232,United Kingdom
2018,127000,United States
2018,150000,Canada
2018,120000,France
2018,97000,United States
2018,105000,United States
2018,103000,United States
2018,130000,United States
2018,105000,United States
2018,128000,United States
2018,290000,United States
2018,86000,United States
2018,113000,United States
2018,77000,United States
2018,92000,United States
2018,110000,United States
2018,114000,United States
2018,73000,United States
2018,110000,United States
2018,80000,United Kingdom
2018,109000,United States
2018,98500,United States
2018,108564,United States
2018,74000,New Zealand
2018,90000,United States
2018,95600,United States
2018,110000,United States
2018,82000,United States
2018,85000,United States
2018,91000,United States
2018,147000,United States
2018,135000,United States
2018,110000,United States
2018,135000,United States
2018,85000,United States
2018,67973,Canada
2018,89000,United States
2018,110000,United States
2018,91000,United States
2018,92000,United States
2018,115000,United States
2018,49230,United Kingdom
2018,115700,United States
2018,310000,Denmark
2018,62400,United States
2018,55500,New Zealand
2018,85000,United States
2018,138000,United States
2018,89000,United Kingdom
2018,50000,United States
2018,135000,United States
2018,77575,United States
2018,110000,United States
2018,98000,United States
2018,105000,United States
2018,112000,United States
2018,220000,United States
2018,95200,United States
2018,112000,United States
2018,98000,United States
2018,99600,United States
2018,120000,United States
2018,71000,United States
2018,87400,United States
2018,41262,United Kingdom
2018,51000,United States
2018,68000,United States
2018,90000,Norway
2018,62000,United States
2018,100000,United States
2018,72000,Canada
2018,105000,United States
2018,62000,United Kingdom
2018,92500,United States
2018,125000,United States
2018,109000,United States
2018,55000,France
2018,32000,Greece
2018,106000,United States
2018,69500,United States
2018,74560,United Kingdom
2018,87000,United States
2018,85000,Canada
2018,57000,Netherlands
2018,64000,United States
2018,150000,United States
2018,49000,United States
2018,180000,New Zealand
2018,65870,New Zealand
2018,125000,United States
2018,138000,United States
2018,79000,Sweden
2018,130000,United States
2018,95000,United States
2018,83000,Australia
2018,64000,New Zealand
2018,75000,Australia
2018,75000,United Kingdom
2018,70000,Belgium
2018,90000,United States
2018,125000,United States
2018,91000,United States
2018,153824,Australia
2018,95000,Australia
2018,80000,Belgium
2018,133800,United States
2018,95000,Australia
2018,65610,Sweden
2018,85000,United States
2018,113500,United States
2018,95000,United States
2018,85000,United States
2018,87683,Australia
2018,150000,Australia
2018,120000,United States
2018,91000,Australia
2018,130000,United States
2018,104500,United States
2018,108000,United States
2018,119000,United States
2018,60500,Australia
2018,100000,United States
2018,125303,Australia
2018,76800,United States
2018,100000,United States
2018,100000,Australia
2018,160000,United Kingdom
2018,35000,Italy
2018,30000,Serbia and Montenegro
2018,60000,Australia
2018,125000,United States
2018,125000,United States
2018,102000,Australia
2018,78000,United States
2018,68000,Australia
2018,115000,United States
2018,118560,United States
2018,73000,United States
2018,70000,United Kingdom
2018,86000,United States
2018,125000,United States
2018,82000,United States
2018,106000,United States
2018,102000,United States
2018,59000,Sweden
2018,130000,United States
2018,52000,United States
2018,62000,Australia
2018,76000,Netherlands
2018,118000,United States
2018,77500,United States
2018,95000,United States
2018,95000,United States
2018,110000,United States
2018,95000,United States
2018,72500,United States
2018,151000,Australia
2018,104000,United States
2018,104000,United States
2018,76780,United States
2018,95000,United States
2018,80000,Australia
2018,73000,New Zealand
2018,136000,United States
2018,50000,India
2018,100588,Cayman Islands
2018,80000,United States
2018,125000,United States
2018,14000,Philippines
2018,106000,United States
2018,104000,United States
2018,53000,United States
2018,577,Indonesia
2018,115000,United States
2018,90000,United States
2018,22000,India
2018,10500,Philippines
2018,12000,Romania
2018,94500,United States
2018,87000,United States
2018,60000,South Africa
2018,73000,United States
2018,5214,India
2018,57000,Austria
2018,33000,Italy
2018,48000,South Africa
2018,57000,Poland
2018,56000,Netherlands
2018,50500,Spain
2018,12416,India
2018,95000,Denmark
2018,57000,Slovenia
2018,47000,Germany
2018,35407,United Kingdom
2018,60000,Sweden
2018,60000,United Kingdom
2018,54000,Bulgaria
2018,49000,Spain
2018,12500,India
2018,122000,United Kingdom
2018,2000,South Africa
2018,76000,Belgium
2018,73000,United Kingdom
2018,50000,United Kingdom
2018,61000,Guernsey
2018,74610,United Kingdom
2018,66000,United Kingdom
2018,35000,United Kingdom
2018,48000,United Kingdom
2018,52000,United Kingdom
2018,116000,Switzerland
2018,17667,Poland
2018,85000,United Kingdom
2018,45000,France
2018,50393,United Kingdom
2018,29260,Italy
2018,57000,Romania
2018,126,Iceland
2018,86000,United Kingdom
2018,30000,Italy
2018,130000,Switzerland
2018,38.736,Italy
2018,12400,India
2018,59928,United Kingdom
2018,57000,United Kingdom
2018,30000,Netherlands
2018,55000,United Kingdom
2018,69000,United Kingdom
2018,100000,Denmark
2018,59000,United Kingdom
2018,38000,Russia
2018,69392,United Kingdom
2018,85000,United Kingdom
2018,55000,United Kingdom
2018,40000,United Kingdom
2018,98000,United Kingdom
2018,131000,Ireland
2018,82000,Switzerland
2018,73000,United Kingdom
2018,40000,United Kingdom
2018,51037,United Kingdom
2018,42700,United Kingdom
2018,35000,South Africa
2018,53000,United Kingdom
2018,84000,Netherlands
2018,137000,United States
2018,76000,United Kingdom
2018,53000,United Kingdom
2018,35000,Poland
2018,62100,Sweden
2018,95000,United Kingdom
2018,200000,India
2018,110000,Ireland
2018,71500,United States
2018,110000,United States
2018,76000,United States
2018,72000,Germany
2018,57417,United Kingdom
2018,135000,United States
2018,72000,Norway
2018,72000,United States
2018,33388,United Kingdom
2018,86000,Germany
2018,130000,United States
2018,81000,Sweden
2018,105000,United States
2018,80000,Germany
2018,22500,Hungary
2018,115000,United States
2018,59964.27,Ireland
2018,94500,United Kingdom
2018,114000,United States
2018,150000,United States
2018,75000,United Kingdom
2018,70000,United States
2018,38000,United Kingdom
2018,85000,United States
2018,124000,United States
2018,106000,United States
2018,85000,United States
2018,160000,United States
2018,113000,United States
2018,102456,United States
2018,48125,United Kingdom
2018,137500,United States
2018,46000,Poland
2018,98000,United States
2018,100000,Switzerland
2018,80000,United States
2018,59000,United Kingdom
2018,190000,United States
2018,84000,United States
2018,115000,United States
2018,126000,Switzerland
2018,115000,United States
2018,63000,Canada
2018,142000,United States
2018,86888,United Kingdom
2018,144000,United States
2018,70000,Bahrain
2018,136000,United States
2018,116500,United States
2018,75000,United States
2018,79500,Canada
2018,70000,Canada
2018,100000,United States
2018,107000,United States
2018,86000,United States
2018,81723,United States
2018,116000,United States
2018,120000,United States
2018,136000,United States
2018,75000,Canada
2018,70000,Canada
2018,66000,Canada
2018,88000,United States
2018,80000,United States
2018,38000,United States
2018,300000,United States
2018,145000,United States
2018,89139,United States
2018,148986,United States
2018,121000,United States
2018,115000,United States
2018,92822,United States
2018,120000,United States
2018,104000,United States
2018,150000,United States
2018,110000,United States
2018,111000,United States
2018,96000,United States
2018,90000,United States
2018,325000,United States
2018,80000,United States
2018,75000,United Kingdom
2018,101363,Iceland
2018,155000,New Zealand
2018,99500,United States
2018,82000,United States
2018,128000,United States
2018,115000,United States
2018,140000,United States
2018,42000,Romania
2018,56000,United Kingdom
2018,85000,United States
2018,89000,United States
2018,53631,United Kingdom
2018,71000,United States
2018,120000,United States
2018,110000,United States
2018,103110,United States
2018,88000,United States
2018,100000,United States
2018,55000,Poland
2018,85000,Australia
2018,72000,United States
2018,95000,United States
2018,105000,United States
2018,155500,United States
2018,64000,Sweden
2018,75000,Germany
2018,75000,United Kingdom
2018,56000,Netherlands
2018,60000,Netherlands
2018,16700,India
2018,71000,Germany
2018,46000,United Kingdom
2018,60000,Romania
2018,19000,Poland
2018,123500,United States
2018,51000,United Kingdom
2018,75000,Canada
2018,75000,United States
2018,49550,Canada
2018,150000,United States
2018,128593,United States
2018,86000,United States
2018,102494,United States
2018,115000,United Kingdom
2018,116321,Switzerland
2018,67000,United Kingdom
2018,87000,United States
2018,85000,United States
2018,75000,United States
2018,40000,United States
2018,54000,Italy
2018,85000,United States
2018,137000,United States
2018,57300,United States
2018,44494,United Kingdom
2018,71000,United States
2018,76108.95,Canada
2018,95000,United States
2018,86000,United States
2018,136000,United States
2018,126000,United States
2018,120000,United States
2018,110000,United States
2018,80000,Canada
2018,101000,United States
2018,67164,United Kingdom
2018,150000,United States
2018,92000,United States
2018,90000,United States
2018,113000,United States
2018,87000,United States
2018,100000,United States
2018,54000,Canada
2018,114000,United States
2018,150000,United States
2018,18900,India
2018,200000,United States
2018,85000,New Zealand
2018,154000,United States
2018,105000,United States
2018,109300,United States
2018,35667,Canada
2018,123000,United States
2018,98000,United States
2018,34000,Australia
2018,75000,United States
2018,115000,Canada
2018,20000,Thailand
2018,82150,Canada
2018,83000,Australia
2018,76000,United States
2018,700,Turkey
2018,12000,Moldova
2018,8000,Serbia and Montenegro
2018,650000,United States
2018,67155,United Kingdom
2018,66500,Poland
2018,46000,Austria
2018,50600,United Kingdom
2018,2246,India
2018,53700,United Kingdom
2018,100000,United Kingdom
2018,74000,Netherlands
2018,92750,United States
2018,99000,United States
2018,125000,United States
2018,108000,United States
2018,86000,United States
2018,100000,United States
2018,63000,United States
2018,98000,United States
2018,41000,United Kingdom
2018,70000,United States
2018,91000,Switzerland
2018,44935,United Kingdom
2018,832031,United Kingdom
2018,138000,United States
2018,85000,United States
2018,150000,United States
2018,88000,United States
2018,116500,United States
2018,80000,United States
2018,118000,United States
2018,125000,United States
2018,108000,United States
2018,74880,United States
2018,85000,United States
2018,85000,United States
2018,115000,United States
2018,192000,United States
2018,121000,United States
2018,55500,United States
2018,79000,United States
2018,140000,United States
2018,130,United States
2018,84000,United States
2018,30000,Brazil
2018,128000,United States
2018,50000,United States
2018,60166,United States
2018,99800,United States
2018,72000,United States
2018,40000,United States
2018,90000,United Kingdom
2018,58000,United States
2018,75100,United States
2018,116000,United States
2018,135000,United States
2018,80000,United States
2018,72000,United States
2018,121000,United States
2018,20600,Nicaragua
2018,94245,United States
2018,116000,Australia
2018,31000,Canada
2018,79928,United Kingdom
2018,30000,United Kingdom
2018,110000,Australia
2018,150000,United States
2018,130000,United States
2018,67000,Lithuania
2018,20000,Romania
2018,110000,United States
2018,115000,United States
2018,120000,United States
2018,48000,United Kingdom
2018,77500,United States
2018,54600,United Kingdom
2018,132000,United States
2018,137000,United States
2018,76000,United States
2018,110000,United States
2018,90000,United States
2018,104000,United States
2018,78000,United States
2018,120000,United States
2018,17000,United Kingdom
2018,93000,United States
2018,162000,United States
2018,110000,United States
2018,120000,United States
2018,120000,United Kingdom
2018,102000,United States
2018,90000,United States
2018,140000,United States
2018,75000,United States
2018,84000,United States
2018,195000,United States
2018,99000,United States
2018,120000,United States
2018,140000,United States
2018,93500,United States
2018,45000,United Kingdom
2018,88000,Netherlands
2018,120000,United States
2018,95000,United States
2018,98000,United States
2018,160000,United States
2018,64000,United States
2018,44000,Mexico
2018,93000,United States
2018,85000,Ireland
2018,62000,Australia
2018,50000,Poland
2018,60000,United Kingdom
2018,33000,Greece
2018,45567,Lithuania
2018,59000,United States
2018,124800,United States
2018,85000,Australia
2018,120000,Australia
2018,90000,United States
2018,190000,United States
2018,115000,United States
2018,130000,United States
2018,120000,United States
2018,117770,United States
2018,105000,United States
2018,72000,United States
2018,122000,United States
2018,115000,United States
2018,70000,United States
2018,129000,United States
2018,135000,United States
2018,144000,United States
2018,43774,Poland
2018,140000,United States
2018,125000,United States
2018,67500,Australia
2018,67000,Germany
2018,74000,United States
2018,109000,United States
2018,99348.12,Australia
2018,75000,United States
2018,68000,Australia
2018,35000,Philippines
2018,88000,Australia
2018,40000,Russia
2018,115000,United States
2018,60500,United States
2018,125000,Switzerland
2018,54000,Netherlands
2018,68000,Norway
2018,47600,United Kingdom
2018,115500,United States
2018,110000,United Kingdom
2018,61500,United Kingdom
2018,61000,United Kingdom
2018,53500,United Kingdom
2018,18000,Turkey
2018,50000,Netherlands
2018,54000,United Kingdom
2018,58750,United Kingdom
2018,16000,Russia
2018,41404,United Kingdom
2018,65000,United States
2018,80000,Netherlands
2018,62661,United States
2018,75000,United States
2018,108000,United States
2018,115000,United States
2018,56600,United States
2018,88000,United States
2018,90000,United States
2018,66084.4,Canada
2018,142000,United States
2018,63000,Canada
2018,24375,India
2018,143000,United States
2018,72000,France
2018,145000,United States
2018,87500,United States
2018,105000,United States
2018,50000,United Kingdom
2018,131000,United States
2018,125000,United States
2018,65000,United States
2018,90000,United States
2018,84000,Sweden
2018,112000,United States
2018,84000,United States
2018,6516.5,South Africa
2018,88000,United States
2018,62171,Canada
2018,121000,United States
2018,72000,United States
2018,71000,United States
2018,87000,United States
2018,90000,United States
2018,77000,United States
2018,125000,United States
2018,48000,United States
2018,135000,United States
2018,111250,United States
2018,52165,Canada
2018,78000,Germany
2018,129000,United States
2018,104000,United States
2018,42000,United States
2018,95000,United States
2018,52000,United States
2018,53040,United States
2018,57000,United States
2018,98000,United States
2018,70000,United States
2018,95000,United States
2018,126000,United States
2018,170000,United States
2018,70000,United States
2018,85000,United States
2018,193000,United States
2018,97000,United States
2018,71000,United States
2018,125900,United States
2018,120000,United States
2018,61000,Canada
2018,100000,United States
2018,85000,United States
2018,118000,United States
2018,40000,United States
2018,156000,United States
2018,95000,United States
2018,115000,United States
2018,96000,United States
2018,61206,United Arab Emirates
2018,114000,United States
2018,117000,United States
2018,60000,United States
2018,110000,United States
2018,84000,United States
2018,75000,Canada
2018,105000,United States
2018,65000,United States
2018,95000,United States
2018,72000,United States
2018,125000,United States
2018,108000,United States
2018,112000,United States
2018,75000,United States
2018,89600,United States
2018,70000,United States
2018,85000,United States
2018,120000,United States
2018,104000,United States
2018,93156,United States
2018,90937,Norway
2018,56500,United States
2018,78500,United States
2018,93000,United States
2018,50000,United States
2018,114000,United States
2018,61000,United States
2018,92000,United States
2018,126000,United States
2018,100000,United States
2018,98000,United States
2018,70000,United States
2018,117500,United States
2018,57000,United States
2018,147000,United States
2018,106000,United States
2018,34822,United Kingdom
2018,100000,United States
2018,101000,United States
2018,163000,Australia
2018,119000,United States
2018,125000,United States
2018,53942,Poland
2018,54000,United States
2018,118000,United States
2018,93000,United States
2018,137000,United States
2018,90000,United States
2018,46700,Canada
2018,63000,United States
2018,90875,United States
2018,75000,United States
2018,98000,United States
2018,66954,United Kingdom
2018,125000,United States
2018,62250,United Kingdom
2018,111000,Norway
2018,126000,United States
2018,125000,United States
2018,81000,New Zealand
2018,82000,United States
2018,42000,United Kingdom
2018,74000,United States
2018,59000,Canada
2018,78000,United States
2018,61000,United States
2018,115000,United States
2018,77000,Ireland
2018,137000,United States
2018,130000,United States
2018,80000,United States
2018,50700,Costa Rica
2018,100000,United States
2018,93000,United States
2018,57000,United Kingdom
2018,74000,Guernsey
2018,110000,United States
2018,105000,United States
2018,77000,United States
2018,75000,United States
2018,161449,United States
2018,140000,New Zealand
2018,120000,United States
2018,98000,United States
2018,72000,Canada
2018,77000,United States
2018,123000,United States
2018,160000,United States
2018,56800,United States
2018,30000,United States
2018,72000,United States
2018,90000,United States
2018,107000,United Kingdom
2018,51000,Poland
2018,94000,United Kingdom
2018,120000,United Kingdom
2018,71000,United States
2018,62000,United States
2018,52823,Canada
2018,18000,Romania
2018,90000,United States
2018,100000,United States
2018,137500,United States
2018,45500,United Kingdom
2018,56000,United States
2018,97000,United States
2018,84000,United States
2018,35000,Spain
2018,89000,United States
2018,94188,United States
2018,125000,United States
2018,60000,Canada
2018,111000,United States
2018,115000,United States
2018,72500,United States
2018,105000,United States
2018,103900,United States
2018,80330,Sweden
2018,86000,United States
2018,140000,United States
2018,125000,Hungary
2018,125000,United States
2018,28308,Portugal
2018,240000,United States
2018,110000,United States
2018,86000,United States
2018,350000,United States
2018,67000,United States
2018,75000,Ireland
2018,58500,United States
2018,75000,United States
2018,100000,United States
2018,106000,Ireland
2018,122400,United States
2018,115000,United States
2018,140000,United States
2018,58775,United States
2018,29000,United Kingdom
2018,65500,United States
2018,43000,United States
2018,15000,United Kingdom
2018,27000,Poland
2018,61000,Canada
2018,95000,Canada
2018,56550,Spain
2018,89000,United States
2018,100000,United States
2018,120000,United States
2018,159000,United States
2018,125000,United States
2018,96500,United States
2018,94000,United States
2018,51000,United States
2018,175000,United States
2018,66000,Canada
2018,55000,United States
2018,280000,United States
2018,85000,United States
2018,85000,United States
2018,145000,United States
2018,120000,United States
2018,110000,United States
2018,108000,United States
2018,90000,United States
2018,50000,United States
2018,140000,United States
2018,80000,United States
2018,94994,United States
2018,75000,United States
2018,201000,United States
2018,20500,Argentina
2018,100000,United States
2018,94000,United States
2018,81,Canada
2018,72000,United States
2018,98000,United States
2018,87000,United States
2018,105000,United States
2018,141000,United States
2018,120000,United States
2018,70000,United States
2018,96000,United States
2018,63000,Australia
2018,88000,United States
2018,62500,Australia
2018,52000,United States
2018,15000,India
2018,165000,United States
2018,110000,United States
2018,175000,Australia
2018,86000,United States
2018,80000,United States
2018,135000,United States
2018,103000,United States
2018,95000,United States
2018,43000,Finland
2018,165000,United States
2018,96000,United States
2018,80000,United States
2018,120000,Finland
2018,136000,United States
2018,82000,Sweden
2018,13000,Mexico
2018,81000,South Africa
2018,135000,United States
2018,100000,United States
2018,93000,Israel
2018,110000,United States
2018,81000,United States
2018,152000,United States
2018,36000,Slovakia
2018,75000,United States
2018,50000,United States
2018,49000,United Kingdom
2018,53128,Sweden
2018,120000,United States
2018,21500,Romania
2018,47000,Poland
2018,59000,Netherlands
2018,47000,Spain
2018,97000,United Kingdom
2018,16380,Pakistan
2018,93000,United States
2018,54000,Ireland
2018,3580,Romania
2018,70000,Australia
2018,45000,Sweden
2018,127000,United States
2018,80000,United States
2018,27600,Belgium
2018,103000,United States
2018,85000,United States
2018,65505,United Kingdom
2018,90000,United States
2018,164000,United States
2018,93500,United States
2018,83000,United Kingdom
2018,51475,United Kingdom
2018,22735,India
2018,110000,Israel
2018,57200,United States
2018,106300,Luxembourg
2018,37100,United Kingdom
2018,115000,United States
2018,48000,France
2018,31893,Bulgaria
2018,137000,United States
2018,107000,United States
2018,51000,Greece
2018,135000,United States
2018,23500,Denmark
2018,89000,United Kingdom
2018,50000,Brazil
2018,85000,United States
2018,99500,Canada
2018,50000,Brazil
2018,120000,United States
2018,140000,United States
2018,90000,United States
2018,107000,United States
2018,97000,United States
2018,127500,United States
2018,45000,Romania
2018,70828,Spain
2018,50000,India
2018,50000,Argentina
2018,12000,Serbia and Montenegro
2018,43000,Jamaica
2018,160000,United States
2018,135000,Switzerland
2018,139000,United States
2018,110000,United States
2018,72176,United States
2018,70000,United States
2018,165000,United States
2018,64000,United Kingdom
2018,55000,United States
2018,73000,United States
2018,2200,Ukraine
2018,92000,United States
2018,153500,United States
2018,75000,Sweden
2018,92000,United States
2018,92000,United States
2018,90000,United States
2018,9900,Brazil
2018,47219.2,Belgium
2018,150000,United States
2018,40165,Malta
2018,67000,United Kingdom
2018,182000,United States
2018,110000,United States
2018,40083.64,United Kingdom
